ปี,เทอม,ระบบ,สถานที่จัดการเรียน,คณะ,สาขา,หลักสูตร,รหัสวิชา,ชื่อวิชา,ตอนเรียน,แผ่นที่,ระดับ,จำนวน
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง ตรัง,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073346-01,ขนมไทยดั้งเดิม,TA,1488,ปริญญาตรี,15
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง ตรัง,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073350-01,เทคโนโลยีสารสนเทศยุคดิจิทัลในธุรกิจบริการอาหาร,TA,1489,ปริญญาตรี,15
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง ตรัง,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073357-01,อาหารหวานยุโรป,TA,1490,ปริญญาตรี,15
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง ตรัง,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074315-01,สถิติและการวางแผนการทดลองในการวิจัยด้านอาหาร,TA,1491,ปริญญาตรี,15
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง ตรัง,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074804-02,การฝึกปฏิบัติงานในสถาบัน,TA,1492,ปริญญาตรี,15
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง ตรัง,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074811-01,ฝึกปฏิบัติงานในสถานประกอบการผลิตและบริการอาหาร,TA,1493,ปริญญาตรี,22
2562,1,AEC,ศูนย์การศึกษานอกที่ตั้ง ตรัง,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074811-01,ฝึกปฏิบัติงานในสถานประกอบการผลิตและบริการอาหาร,TA,1494,ปริญญาตรี,12
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1011112-01,ความเป็นครูวิชาชีพ             ,UA,1495,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1011112-01,ความเป็นครูวิชาชีพ             ,UA,1496,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1021301-01,สมรรถนะทางภาษาไทยสำหรับครู,UA,1497,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1021301-01,สมรรถนะทางภาษาไทยสำหรับครู,UA,1498,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071109-01,มาตุเวทวิทยา ,UA,1499,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071109-01,มาตุเวทวิทยา ,UA,1500,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071110-01,การศึกษาปฐมวัย ,UA,1501,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071110-01,การศึกษาปฐมวัย ,UA,1502,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071309-01,ภาษาอังกฤษสำหรับครูปฐมวัย,UA,1503,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071309-01,ภาษาอังกฤษสำหรับครูปฐมวัย,UA,1504,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1500120-01,ภาษาอังกฤษเพื่อการนำตน,UA,1505,ปริญญาตรี,11
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,1500120-01,ภาษาอังกฤษเพื่อการนำตน,UA,1505,ปริญญาตรี,11
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,1500120-01,ภาษาอังกฤษเพื่อการนำตน,UA,1506,ปริญญาตรี,3
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,1500120-01,ภาษาอังกฤษเพื่อการนำตน,UB,1507,ปริญญาตรี,4
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,1500120-01,ภาษาอังกฤษเพื่อการนำตน,UB,1507,ปริญญาตรี,18
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,1500121-01,ภาษาอังกฤษเพื่อการสะท้อนคิด,UA,1509,ปริญญาตรี,2
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,1500121-01,ภาษาอังกฤษเพื่อการสะท้อนคิด,UA,1509,ปริญญาตรี,20
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,1500121-01,ภาษาอังกฤษเพื่อการสะท้อนคิด,UA,1510,ปริญญาตรี,18
2562,1,AEC,วิทยาเขตสุพรรณบุรี,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1500201-01,ความเป็นสวนดุสิต,UA,1511,ปริญญาตรี,11
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,1500201-01,ความเป็นสวนดุสิต,UA,1511,ปริญญาตรี,2
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,1500201-01,ความเป็นสวนดุสิต,UA,1511,ปริญญาตรี,3
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,1500201-01,ความเป็นสวนดุสิต,UA,1511,ปริญญาตรี,6
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,1500201-01,ความเป็นสวนดุสิต,UA,1512,ปริญญาตรี,11
2562,1,AEC,วิทยาเขตสุพรรณบุรี,มนุษยศาสตร์และสังคมศาสตร์,ภาษาจีน,ศิลปศาสตรบัณฑิต,1573504-01,ความสัมพันธ์ระหว่างจีน - ไทย,UA,1513,ปริญญาตรี,17
2562,1,AEC,วิทยาเขตสุพรรณบุรี,มนุษยศาสตร์และสังคมศาสตร์,ภาษาจีน,ศิลปศาสตรบัณฑิต,1573506-01,สุนทรียภาพในศิลปะจีน,UA,1514,ปริญญาตรี,17
2562,1,AEC,วิทยาเขตสุพรรณบุรี,มนุษยศาสตร์และสังคมศาสตร์,ภาษาจีน,ศิลปศาสตรบัณฑิต,1574703-01,การสอนภาษาจีนสำหรับชาวต่างชาติ,UA,1515,ปริญญาตรี,17
2562,1,AEC,วิทยาเขตสุพรรณบุรี,มนุษยศาสตร์และสังคมศาสตร์,ภาษาจีน,ศิลปศาสตรบัณฑิต,1574901-01,สัมมนาภาษาจีน,UA,1516,ปริญญาตรี,17
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,2072201-02,การออกแบบนิทรรศการเบื้องต้น,UA,1517,ปริญญาตรี,9
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,2072203-02,การออกแบบสองมิติด้วยคอมพิวเตอร์,UA,1518,ปริญญาตรี,9
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,2072206-01,การเขียนแบบด้วยคอมพิวเตอร์,UA,1519,ปริญญาตรี,9
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,2072404-01,วัสดุอุปกรณ์สำหรับโครงสร้างงานนิทรรศการ,UA,1520,ปริญญาตรี,9
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,2072502-01,กลยุทธ์ทางการตลาดสำหรับนักออกแบบนิทรรศการและการจัดแสดง,UA,1521,ปริญญาตรี,2
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,2074802-01,การฝึกประสบการณ์วิชาชีพออกแบบนิทรรศการและการจัดแสดง,UA,1522,ปริญญาตรี,21
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,2074904-01,โครงการพิเศษการออกแบบนิทรรศการและการจัดแสดง,UA,1523,ปริญญาตรี,1
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการท่องเที่ยวและการบริการ,ออกแบบนิทรรศการและการจัดแสดง,ศิลปศาสตรบัณฑิต,4000112-01,วิทยาศาสตร์และคณิตศาสตร์ในชีวิตประจำวัน,UA,1524,ปริญญาตรี,9
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4000112-01,วิทยาศาสตร์และคณิตศาสตร์ในชีวิตประจำวัน,UA,1524,ปริญญาตรี,13
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4000112-01,วิทยาศาสตร์และคณิตศาสตร์ในชีวิตประจำวัน,UA,1525,ปริญญาตรี,5
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,4000112-01,วิทยาศาสตร์และคณิตศาสตร์ในชีวิตประจำวัน,UB,1526,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,4000112-01,วิทยาศาสตร์และคณิตศาสตร์ในชีวิตประจำวัน,UB,1527,ปริญญาตรี,16
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4021116-01,เคมีทั่วไป,UA,1528,ปริญญาตรี,20
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,สิ่งแวดล้อมเมืองและอุตสาหกรรม,วิทยาศาสตรบัณฑิต,4021116-01,เคมีทั่วไป,UA,1528,ปริญญาตรี,1
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4021117-01,ปฏิบัติการเคมีทั่วไป,UA,1529,ปริญญาตรี,20
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4031113-01,ชีววิทยาทั่วไป,UA,1530,ปริญญาตรี,20
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4031114-01,ปฏิบัติการชีววิทยาทั่วไป,UA,1531,ปริญญาตรี,20
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4091113-01,แคลคูลัส 1,UA,1532,ปริญญาตรี,20
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4142104-02,เคมีวิเคราะห์ในวิทยาศาสตร์เครื่องสำอาง 1,UA,1533,ปริญญาตรี,18
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4142104-02,เคมีวิเคราะห์ในวิทยาศาสตร์เครื่องสำอาง 1,UA,1533,ปริญญาตรี,1
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4142107-01,ปฏิบัติการเคมีวิเคราะห์ในวิทยาศาสตร์เครื่องสำอาง 1,UA,1534,ปริญญาตรี,18
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4142107-01,ปฏิบัติการเคมีวิเคราะห์ในวิทยาศาสตร์เครื่องสำอาง 1,UA,1534,ปริญญาตรี,1
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4142303-01,ชีวเคมี,UA,1535,ปริญญาตรี,18
2562,1,AEC,วิทยาเขตสุพรรณบุรี,วิทยาศาสตร์และเทคโนโลยี,วิทยาศาสตร์เครื่องสำอาง,วิทยาศาสตรบัณฑิต,4142304-02,จุลชีววิทยาและวิทยาภูมิคุ้มกันสำหรับวิทยาศาสตร์เครื่องสำอาง,UA,1536,ปริญญาตรี,18
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4501111-01,หลักคหกรรมศาสตร์,UA,1537,ปริญญาตรี,8
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4501112-01,หลักเศรษฐศาสตร์,UA,1538,ปริญญาตรี,8
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4504805-01,"การฝึกประสบการณ์วิชาชีพทางคหกรรมศาสตร์	",UA,1539,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4504805-01,"การฝึกประสบการณ์วิชาชีพทางคหกรรมศาสตร์	",UA,1540,ปริญญาตรี,9
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4504805-01,"การฝึกประสบการณ์วิชาชีพทางคหกรรมศาสตร์	",UB,1541,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4504805-01,"การฝึกประสบการณ์วิชาชีพทางคหกรรมศาสตร์	",UB,1542,ปริญญาตรี,5
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4511107-01,โภชนาการ,UA,1543,ปริญญาตรี,8
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4511206-01,อาหารไทยร่วมสมัย,UA,1544,ปริญญาตรี,13
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4512226-01,อาหารว่าง,UA,1545,ปริญญาตรี,13
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,4552111-02,ศิลปะงานใบตอง และการแกะสลักผัก-ผลไม้,UA,1546,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4553117-01,การจัดดอกไม้ในงานพิธีมงคล,UA,1547,ปริญญาตรี,13
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,4553423-01,ดอกไม้ประดิษฐ์,UA,1548,ปริญญาตรี,13
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071102-01,คณิตศาสตร์การอาหาร,UA,1549,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071102-01,คณิตศาสตร์การอาหาร,UA,1550,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071201-01,จุลชีววิทยาอาหาร,UA,1551,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071201-01,จุลชีววิทยาอาหาร,UA,1552,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071309-01,เทคโนโลยีการครัวและความปลอดภัยในการปฏิบัติงาน,UA,1553,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071309-01,เทคโนโลยีการครัวและความปลอดภัยในการปฏิบัติงาน,UA,1554,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071702-01,เคมีวิเคราะห์อาหาร,UA,1555,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5071702-01,เคมีวิเคราะห์อาหาร,UA,1556,ปริญญาตรี,16
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5072312-01,เทคนิคการผลิตเบเกอรี่,UA,1557,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5072312-01,เทคนิคการผลิตเบเกอรี่,UA,1558,ปริญญาตรี,16
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5072324-01,อาหารยุโรป 1,UA,1559,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5072324-01,อาหารยุโรป 1,UA,1560,ปริญญาตรี,16
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5072326-01,อาหารไทยร่วมสมัย,UA,1561,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5072326-01,อาหารไทยร่วมสมัย,UA,1562,ปริญญาตรี,16
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,5073307-01,ความปลอดภัยของอาหารและการสุขาภิบาล,UA,1563,ปริญญาตรี,8
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073307-01,ความปลอดภัยของอาหารและการสุขาภิบาล,UB,1564,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073307-01,ความปลอดภัยของอาหารและการสุขาภิบาล,UB,1565,ปริญญาตรี,7
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,คหกรรมศาสตร์,ศิลปศาสตรบัณฑิต,5073316-01,เบเกอรี่และเพสตรี้,UA,1566,ปริญญาตรี,13
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073318-01,อาหารมังสวิรัติ,UA,1567,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073344-01,ภาษาอังกฤษสำหรับงานบริการด้านอาหารและเครื่องดื่ม,UA,1568,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073345-01,อาหารยุโรป 2,UA,1569,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073346-01,ขนมไทยดั้งเดิม,UA,1570,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5073350-01,เทคโนโลยีสารสนเทศยุคดิจิทัลในธุรกิจบริการอาหาร,UA,1571,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074315-01,สถิติและการวางแผนการทดลองในการวิจัยด้านอาหาร,UA,1572,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074804-02,การฝึกปฏิบัติงานในสถาบัน,UA,1573,ปริญญาตรี,15
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074811-01,ฝึกปฏิบัติงานในสถานประกอบการผลิตและบริการอาหาร,UA,1574,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074811-01,ฝึกปฏิบัติงานในสถานประกอบการผลิตและบริการอาหาร,UA,1575,ปริญญาตรี,13
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074811-01,ฝึกปฏิบัติงานในสถานประกอบการผลิตและบริการอาหาร,UB,1576,ปริญญาตรี,22
2562,1,AEC,วิทยาเขตสุพรรณบุรี,โรงเรียนการเรือน,เทคโนโลยีการประกอบอาหารและการบริการ,วิทยาศาสตรบัณฑิต,5074811-01,ฝึกปฏิบัติงานในสถานประกอบการผลิตและบริการอาหาร,UB,1577,ปริญญาตรี,11
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,พยาบาลศาสตร์,พยาบาลศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A4,1578,ปริญญาตรี,3
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,โรงเรียนการเรือน,การกำหนดและการประกอบอาหาร,วิทยาศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A4,1578,ปริญญาตรี,19
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,พยาบาลศาสตร์,พยาบาลศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A4,1579,ปริญญาตรี,18
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,โรงเรียนการเรือน,เทคโนโลยีอาหาร,เทคโนโลยีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,B4,1580,ปริญญาตรี,22
