ปี,เทอม,ระบบ,สถานที่จัดการเรียน,คณะ,สาขา,หลักสูตร,รหัสวิชา,ชื่อวิชา,ตอนเรียน,แผ่นที่,ระดับ,จำนวน
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.101-01,ภาษาอังกฤษสำหรับผู้ช่วยพยาบาล,NU1,1,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.101-01,ภาษาอังกฤษสำหรับผู้ช่วยพยาบาล,NU1,2,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.101-01,ภาษาอังกฤษสำหรับผู้ช่วยพยาบาล,NU1,3,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.102-01,จิตวิทยาพัฒนาการ,NU1,4,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.102-01,จิตวิทยาพัฒนาการ,NU1,5,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.102-01,จิตวิทยาพัฒนาการ,NU1,6,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.103-01,มารยาทสังคมและการพัฒนาบุคลิกภาพ,NU1,7,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.103-01,มารยาทสังคมและการพัฒนาบุคลิกภาพ,NU1,8,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.103-01,มารยาทสังคมและการพัฒนาบุคลิกภาพ,NU1,9,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.201-01,กฎหมาย และจริยธรรมในการปฏิบัติงานสำหรับผู้ช่วยพยาบาล ,NU1,10,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.201-01,กฎหมาย และจริยธรรมในการปฏิบัติงานสำหรับผู้ช่วยพยาบาล ,NU1,11,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.201-01,กฎหมาย และจริยธรรมในการปฏิบัติงานสำหรับผู้ช่วยพยาบาล ,NU1,12,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.202-01,สุขภาพอนามัยส่วนบุคคล และสิ่งแวดล้อม ,NU1,13,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.202-01,สุขภาพอนามัยส่วนบุคคล และสิ่งแวดล้อม ,NU1,14,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.202-01,สุขภาพอนามัยส่วนบุคคล และสิ่งแวดล้อม ,NU1,15,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.203-01,อาหารและระบบการบริการอาหารสำหรับผู้ป่วย ,NU1,16,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.203-01,อาหารและระบบการบริการอาหารสำหรับผู้ป่วย ,NU1,17,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.203-01,อาหารและระบบการบริการอาหารสำหรับผู้ป่วย ,NU1,18,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.204-01,ระบบงานในสถานพยาบาลและการบำรุงรักษาอุปกรณ์ทางการแพทย์ ,NU1,19,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.204-01,ระบบงานในสถานพยาบาลและการบำรุงรักษาอุปกรณ์ทางการแพทย์ ,NU1,20,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.204-01,ระบบงานในสถานพยาบาลและการบำรุงรักษาอุปกรณ์ทางการแพทย์ ,NU1,21,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.205-01,กายวิภาคศาสตร์และสรีรวิทยาเบื้องต้น ,NU1,22,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.205-01,กายวิภาคศาสตร์และสรีรวิทยาเบื้องต้น ,NU1,23,ประกาศนียบัตรผู้ช่วยพยาบาล,22
2562,1,AEC,ศูนย์วิทยาศาสตร์ ถ.สิรินธร มหาวิทยาลัยสวนดุสิต,พยาบาลศาสตร์,ประกาศนียบัตรผู้ช่วยพยาบาล,ประกาศนียบัตรผู้ช่วยพยาบาล,ผชท.205-01,กายวิภาคศาสตร์และสรีรวิทยาเบื้องต้น ,NU1,24,ประกาศนียบัตรผู้ช่วยพยาบาล,16
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1011112-01,ความเป็นครูวิชาชีพ             ,A1,1,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1011112-01,ความเป็นครูวิชาชีพ             ,A1,2,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1011112-01,ความเป็นครูวิชาชีพ             ,B1,3,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1011112-01,ความเป็นครูวิชาชีพ             ,B1,4,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1021301-01,สมรรถนะทางภาษาไทยสำหรับครู,A1,5,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1021301-01,สมรรถนะทางภาษาไทยสำหรับครู,A1,6,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1021301-01,สมรรถนะทางภาษาไทยสำหรับครู,B1,7,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1021301-01,สมรรถนะทางภาษาไทยสำหรับครู,B1,8,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071109-01,มาตุเวทวิทยา ,A1,9,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071109-01,มาตุเวทวิทยา ,A1,10,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071110-01,การศึกษาปฐมวัย ,A1,11,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071110-01,การศึกษาปฐมวัย ,A1,12,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071309-01,ภาษาอังกฤษสำหรับครูปฐมวัย,A1,13,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การศึกษาปฐมวัย,ศึกษาศาสตรบัณฑิต,1071309-01,ภาษาอังกฤษสำหรับครูปฐมวัย,A1,14,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1091102-01,"การประถมศึกษา	",A1,15,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1091102-01,"การประถมศึกษา	",A1,16,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1091301-01,การจัดการเรียนรู้ภาษาไทยสำหรับครูประถมศึกษา,A1,17,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,ครุศาสตร์,การประถมศึกษา,ศึกษาศาสตรบัณฑิต,1091301-01,การจัดการเรียนรู้ภาษาไทยสำหรับครูประถมศึกษา,A1,18,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,-,รัฐศาสตรบัณฑิต,1500113-01,ภาษาอังกฤษเพื่อทักษะการเรียน,A1,19,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,นิเทศศาสตร์,นิเทศศาสตรบัณฑิต,1500113-01,ภาษาอังกฤษเพื่อทักษะการเรียน,B1,20,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,การบริการลูกค้า,บริหารธุรกิจบัณฑิต,1500114-01,ภาษาอังกฤษเชิงสถานการณ์,A1,21,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,-,รัฐศาสตรบัณฑิต,1500115-01,ภาษาอังกฤษเชิงวิชาการ,A1,22,ปริญญาตรี,2
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐศาสตร์,ศิลปศาสตรบัณฑิต,1500115-01,ภาษาอังกฤษเชิงวิชาการ,A1,22,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,วิทยาศาสตรบัณฑิต,1500115-01,ภาษาอังกฤษเชิงวิชาการ,A1,22,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,-,รัฐศาสตรบัณฑิต,1500116-01,จริยศาสตร์,A1,23,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A1,24,ปริญญาตรี,3
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการโรงแรม,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A1,24,ปริญญาตรี,15
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A1,25,ปริญญาตรี,15
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,วิทยาศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A1,25,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,วิทยาศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,A1,26,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,ภาษาอังกฤษ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,C1,29,ปริญญาตรี,16
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,ภาษาอังกฤษ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,C1,30,ปริญญาตรี,21
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,D1,31,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,เศรษฐศาสตร์การวิเคราะห์และการประเมินสมัยใหม่,เศรษฐศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,D1,31,ปริญญาตรี,5
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,เทคโนโลยีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,D1,31,ปริญญาตรี,6
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,เทคโนโลยีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,D1,32,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,เทคโนโลยีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,D1,33,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,การเงิน,บริหารธุรกิจบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,E1,34,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,E1,35,ปริญญาตรี,2
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,การเงิน,บริหารธุรกิจบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,E1,35,ปริญญาตรี,20
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,E1,36,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการโรงแรม,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,F1,37,ปริญญาตรี,18
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,F1,38,ปริญญาตรี,6
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการโรงแรม,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,F1,38,ปริญญาตรี,11
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการโรงแรม,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,G1,39,ปริญญาตรี,21
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,G1,40,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,-,รัฐศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,G1,40,ปริญญาตรี,3
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,G1,40,ปริญญาตรี,9
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการโรงแรม,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,G1,40,ปริญญาตรี,3
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,ภาษาอังกฤษ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,H1,43,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,H1,43,ปริญญาตรี,3
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,ภาษาอังกฤษ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,I1,45,ปริญญาตรี,11
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,J1,46,ปริญญาตรี,7
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนการท่องเที่ยวและการบริการ,ธุรกิจการโรงแรม,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,J1,46,ปริญญาตรี,15
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,J1,47,ปริญญาตรี,14
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,วิทยาศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,J1,47,ปริญญาตรี,8
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,วิทยาศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,J1,48,ปริญญาตรี,2
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,ภาษาอังกฤษ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,K1,49,ปริญญาตรี,17
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,วิทยาศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,K1,49,ปริญญาตรี,5
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,K1,50,ปริญญาตรี,2
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,เทคโนโลยีสารสนเทศ,เทคโนโลยีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,K1,50,ปริญญาตรี,9
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาศาสตร์และเทคโนโลยี,วิทยาการคอมพิวเตอร์,วิทยาศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,K1,50,ปริญญาตรี,4
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,จิตวิทยาอุตสาหกรรมและองค์การ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,L1,51,ปริญญาตรี,1
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,นิติศาสตร์,นิติศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,L1,51,ปริญญาตรี,18
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,การบัญชี,บัญชีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,L1,51,ปริญญาตรี,2
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,การบัญชี,บัญชีบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,L1,52,ปริญญาตรี,22
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,มนุษยศาสตร์และสังคมศาสตร์,ภาษาอังกฤษ,ศิลปศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,M1,54,ปริญญาตรี,6
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,โรงเรียนกฎหมายและการเมือง,รัฐประศาสนศาสตร์,รัฐประศาสนศาสตรบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,M1,54,ปริญญาตรี,9
2562,1,AEC,มหาวิทยาลัยสวนดุสิต,วิทยาการจัดการ,-,การจัดการบัณฑิต,1500119-01,ภาษาไทยเพื่อพัฒนาความเป็นผู้รอบรู้,M1,54,ปริญญาตรี,3
